OBJECTID,GLOBAL_ID,AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,DIM_UOM,COMP_CODE,LIGHTACTV,LIGHTINTNS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
126,5D0419EB-D01D-4BB9-A38B-44F6079281F4,E2A6D57F-1C89-4C52-80D3-2B4F35C49C47,12/30,3000,50,FT,TURF+GRVL,,,1,0,0,0,0,0,2.39187102124561e-06,0.0218498956591822
127,AF002402-3DD0-475D-8911-A17761822263,503E0C82-B08F-4EC5-A887-58A82B97E51F,02/20,2060,60,FT,TURF+GRVL,,,0,0,0,0,0,0,2.00321028387407e-06,0.0188014495571916
128,54595F08-1AF5-46C7-AF05-2A1801996E7E,3AC5A9B8-1E6F-4466-B496-EA6405AB3AC2,13/31,2850,75,FT,GRAVE,,,0,0,0,0,0,0,3.35672029905254e-06,0.0192973882483734
129,E11CF65F-7D88-4D30-B72F-C226BF81C2D2,49EB577B-B714-4980-8A3A-1446BA4CB262,09/27,3401,60,FT,GRAVE,2,LIM,1,0,0,0,0,0,3.20185972668696e-06,0.0381669145716337
130,DF77D00C-8210-431B-8DBD-2EC4BBC319A3,E03F9C1B-B2EC-4D32-B86B-FC09EFDCDFE9,03/21,1400,22,FT,GRAVE,,,0,0,0,0,0,0,4.80898961541243e-07,0.0139846957444021
131,C4D4A772-F1EA-4529-BDE1-9F560C6D6E13,88A60787-EB9C-4708-966D-9A7DA87962F0,15/33,2979,60,FT,GRAVE,2,LIM,0,0,0,0,0,0,3.25817018165253e-06,0.0170876366778557
132,46AD0D75-EE7E-4104-A7A3-18BE2597E14E,CB12C3EA-0332-4088-9920-2A2B8B4BC6B5,09/27,3669,80,FT,GRAVE,2,LIM,1,0,0,0,0,0,5.28019518242218e-06,0.0457462841715057
133,D76A322B-58C9-4050-B837-C36AC03F65A5,A6F09ED7-3BC4-4027-BB06-BD4F89401564,18/36,3200,60,FT,GRAVE,2,LIM,1,0,0,0,0,0,2.77247090707533e-06,0.0202569682862051
134,A0F5B944-A027-4DDB-8D57-3AD12B2E5D02,20E74C94-3C37-4E88-9CCA-F03EBB6FEAAD,01/19,3997,100,FT,ASPH,2,LIM,1,0,0,0,0,0,6.88163891027216e-06,0.0345719294168318
135,CD560B06-91AE-41B3-8C30-AA1145C59DF8,3055C903-232A-45F4-AC1D-C2C13F3CA8C7,N/S,5000,2000,FT,WATER,,,0,0,0,0,0,0,0.000133783427827439,0.0508380637141888
136,112C50D4-6C50-49AA-9E4F-9EB70919F703,ED60F5CC-677F-4A4B-8259-7CBE0AA857D7,08/26,4900,150,FT,ASPH,2,LIH,1,1,0,0,0,0,9.63222737482283e-06,0.0476264068711567
137,94AF2CB0-B866-410F-A96F-AF4B67EC49D7,ED60F5CC-677F-4A4B-8259-7CBE0AA857D7,15/33,10179,150,FT,ASPH,2,LIH,1,1,0,0,0,0,2.00157337530982e-05,0.0644315512444708
138,FCA42FE9-0591-4033-9367-2BD5258FF142,B5B81A69-2E2A-4AB9-8EDD-ACA1F0C59E81,E/W,2500,1000,FT,WATER,,,0,0,0,0,0,0,3.28061605614494e-05,0.029203896943837
139,1CA59E2A-D2BB-43B0-9BAF-A130EBA5660E,B5B81A69-2E2A-4AB9-8EDD-ACA1F0C59E81,N/S,2000,1000,FT,WATER,,,0,0,0,0,0,0,2.62449302681489e-05,0.021184432596645
140,F146F039-F197-443F-9F2C-F220B3A354F6,DB2C87E7-A1E6-4D26-9D50-075494C5945C,01/19,3500,100,FT,GRAVE,,,1,0,0,0,0,0,4.68135749542853e-06,0.0237453059709278
141,379C6C69-A9A4-4621-96F2-652BAB578FE0,69EEE5FE-4FC9-479C-879A-01EAFB66F81F,14/32,3250,100,FT,GRAVE,,,1,0,0,0,0,0,5.45151033293223e-06,0.0217947707942457
142,571FBAAF-2F80-49FF-845F-9A700C2D8265,E3AE5C64-BAED-4C28-B9BF-00223C1A8C7A,04/22,2200,60,FT,GRAVE,,,0,0,0,0,0,0,2.00089289137395e-06,0.0218630281383955
143,D5DC4C33-8054-4113-B1C6-8EBA2B6C25B5,DCA88EFA-BFEA-488C-93DC-4F7F9679BFF2,13/31,2200,55,FT,GRAVE,,,0,0,0,0,0,0,1.92133484233636e-06,0.0155104409072961
144,94F96A07-A0E0-4558-AA75-F06D2EA425C2,89D63998-1CA5-46D4-808B-633E3E42544F,09/27,7500,150,FT,ASPH,2,LIH,1,1,0,0,0,0,1.70647299455595e-05,0.0787074924040962
145,BCD611B3-D5D6-45C7-A464-131EB3A2E4C6,89D63998-1CA5-46D4-808B-633E3E42544F,16/34,1934,30,FT,GRAVE,2,,1,1,0,0,0,0,8.80187144502997e-07,0.0109184976884513
146,B8D8EC11-9DAB-4868-9D03-DBFA36BF8F33,FE687F0E-B11C-4942-8446-3EB4B9BFC74F,09/27,1600,200,FT,GRASS,,,0,0,0,0,0,0,4.83899111713981e-06,0.0187830460099618
147,B03E0C47-FBAC-4543-AD7F-1F02049DD51F,2593D5C4-EDC7-48F1-B164-FEC0CE6B4C59,06/24,1800,60,FT,GRAVE,,,0,0,0,0,0,0,1.64060020324541e-06,0.0202510843485324
148,18C3A7D2-5635-44B9-8E49-EA8B28691EE4,2593D5C4-EDC7-48F1-B164-FEC0CE6B4C59,09W/27W,8000,3000,FT,WATER,,,0,0,0,0,0,0,0.000364621698281553,0.102899813758878
149,6B1410E7-B6B3-423A-B361-4223A96FF05A,B690B8E9-5F88-4BA9-B581-DA12950570D1,10/28,3000,60,FT,GRASS,,,1,0,0,0,0,0,3.16877049044706e-06,0.0357151995238703
150,F1D278D8-2F22-49B4-91A0-B27F0A28604A,0B83870A-BEBB-42C8-842C-73D4BC5AC14D,N/S,10000,2000,FT,WATER,,,0,0,0,0,0,0,0.000263947180883406,0.0828535786200975
151,B0D6EC55-9D76-4456-A768-EAAA305D6710,92F5FB38-7EB5-4427-A63E-7AD54D4DD7C8,H1,70,70,FT,WOOD,,,0,0,0,0,0,0,6.46609805698972e-08,0.00105809599995677
152,C574181B-0312-489D-86ED-EA0053D94EA2,A0A9C75C-C374-4E5B-82B0-107C2C1AEDB0,13/31,2250,60,FT,DIRT,,,0,0,0,0,0,0,2.61825425695861e-06,0.0179630216223026
153,D05C7015-EDBF-4A43-AF84-5B6A0FB6CF47,ADFBDDE4-AB2B-484E-B5A0-4CAFF98F3AEC,13/31,1160,50,FT,TURF+GRVL,,,0,0,0,0,0,0,9.34992385737132e-07,0.00846897080370801
154,8D93B84A-3009-41A5-BC11-3DD23D537A76,FEC1FC99-5695-422F-ADE3-548C6C4080DE,08/26,4780,75,FT,GRAVE,,,1,1,0,0,0,0,6.8310273491079e-06,0.0661566267379242
155,BAF1E5BA-E00E-48F4-B7B6-90BFFDD88715,CD3A9553-E38A-4A81-B21C-D53563529BB2,H1,90,90,FT,GRAVE,,,0,0,0,0,0,0,1.7809998098528e-07,0.00194040200001068
156,80EA5B8F-3D0F-4689-95B5-579C3463BC4C,3B24FEDF-10EE-4308-B091-003C8CF38209,05/23,5000,150,FT,GRAVE,2,LIH,1,1,0,0,0,0,1.64626180776395e-05,0.077484008822962
157,23FA1CDF-329E-4516-8759-7ECA968EDBE3,24A731B3-2978-468C-BC38-B3BD1DB880A1,02/20,5000,150,FT,GRAVE,,,1,1,0,0,0,0,1.635926309973e-05,0.0602955795672226
158,95EE57A5-DCE3-4976-8411-02936B093619,4424E58F-2CC6-4CF3-A067-5ACF87EF423F,01/19,9000,150,FT,ASPH,2,LIH,1,1,0,0,0,0,2.29870547627797e-05,0.0718126419861543
159,52557933-62C0-40E6-BF8F-4912FB895EFD,4424E58F-2CC6-4CF3-A067-5ACF87EF423F,07/25,4057,88,FT,ASPH,2,LIM,1,1,0,0,0,0,6.07804122410016e-06,0.050977859069289
160,447DBAE3-B7A5-4D6A-807D-72E49B6C6207,16670E01-C7B5-4B03-A333-A5BA1DAE6B81,08/26,2200,30,FT,GRAVE,,,0,0,0,0,0,0,1.12405450636288e-06,0.0265240533864763
161,1458D39C-2D6C-4A86-936F-3FD1F5A87CB3,16670E01-C7B5-4B03-A333-A5BA1DAE6B81,15/33,1000,30,FT,GRAVE,,,0,0,0,0,0,0,5.10937752551399e-07,0.00585586822768288
162,F54F2AEA-641B-4AC3-B7FC-E06B5C9329B9,5CFF1574-F7A2-434B-8F6E-B117B9A80C67,07/25,2500,60,FT,GRAVE,,,0,0,0,0,0,0,2.56140265264548e-06,0.0300013241823393
163,7BF49A4A-4323-432B-9E60-7E64480A1A8A,8F7D53A7-5D51-4C53-BFA9-CE451A41C191,11/29,2600,40,FT,GRASS,,,0,0,0,0,0,0,1.76887533598347e-06,0.024182257298699
164,BA963886-91D2-4A16-93ED-E221A1211AE5,05D4D8B8-E0B1-4A10-B2EE-1F7A6319B772,15/33,2380,100,FT,GRASS,,,0,0,0,0,0,0,4.06066828873008e-06,0.0142953756175591
165,F5A61109-7116-4227-82B1-84E53AAF81C4,AB9F4020-2EF1-45F1-AF5B-AB42F04F16DB,15/33,2800,60,FT,GRAVE,0,OTHER,0,0,0,0,0,0,2.87535749521339e-06,0.0161014718754167
166,6AEE9E91-6ADB-48FF-A3FC-B0325F584236,4B8C7177-DD7F-4781-BDDE-2390E39145D2,H1,300,300,FT,GRAVE,,,0,0,0,0,0,0,1.53495875565568e-06,0.00538315400084656
167,464B65D9-0869-4C41-9806-E63B664332A1,5A457695-62AB-4FE0-9D31-D2171695B04A,H1,300,300,FT,GRAVE,,,0,0,0,0,0,0,1.53431574290153e-06,0.00538158400100398
168,3B15118E-E4E3-4DAF-AD0B-91F99CECD747,56BC03A2-3B71-49D3-8AB5-F740F23B265F,09/27,5500,75,FT,TURF+GRVL,,,1,1,0,0,0,0,7.0108826548676e-06,0.0687869740761719
169,56A8BEC6-B9BF-4EBD-A3DB-39153808F8B1,46C8B3A7-070F-41E5-AC8F-13657388D12A,07/25,3000,75,FT,GRAVE,,,1,0,0,0,0,0,3.89707747672219e-06,0.0366605588969211
170,F6329719-0849-41D6-AAD6-DF25C89EAB2A,2D8A90A9-1A57-4074-A821-9D9C37D434E0,01/19,6400,150,FT,ASPH,2,LIH,1,1,0,0,0,0,1.39486910484266e-05,0.045082874761659
171,627C0750-B037-47B2-BEEB-24495A8F41CC,3B988C72-D70E-4E7A-A4F1-CFBA52636774,16/34,1000,50,FT,GRASS,,,0,0,0,0,0,0,7.28311533748638e-07,0.00600692288534247
172,9A648767-4B8C-4453-A0FE-91D3E4B7B7BD,62DE1091-5003-4EA3-9E26-AB4653E59984,NE/SW,1400,100,FT,WATER,,,0,0,0,0,0,0,2.0349307305878e-06,0.0145330559667215
173,E7AC292B-8B6E-4210-9010-DD4AA01C164C,C65912E4-2ECF-4B32-8FE6-D25250C52F9E,H1,64,64,FT,CONC,0,,0,0,0,0,0,0,7.44594217394479e-08,0.00120111400000272
174,2CB3415B-0C5B-4724-BEA7-48208FD6A129,D888CFCD-4E8C-4572-9524-04B2D83D3A5D,14/32,3500,100,FT,GRAVE,,,1,0,0,0,0,0,4.45194746134803e-06,0.0236515850508246
175,BDFCD039-2943-46B1-940A-9A69E72D3B22,27B2FE88-5259-4744-BE2C-7B8683A863A3,07/25,3600,75,FT,GRAVE,2,LIM,1,0,0,0,0,0,4.73021646030247e-06,0.0465158347387985
176,BC02A1E9-E240-4519-89A5-7180ADB8F14C,6DD859A7-0655-4354-8388-11365A9FA42C,06/24,1400,50,FT,GRASS,,,0,0,0,0,0,0,1.08860876935069e-06,0.0160828936314978
177,E1765435-4DCD-4C70-884C-DD3466C7812E,90F349AD-C43B-4DFD-96F2-3E1E1C5B7162,N/S,3500,200,FT,WATER,,,0,0,0,0,0,0,1.09068014353397e-05,0.0214251840031998
178,AC7B505C-34E1-4ABB-9704-50540D612388,B9F993BD-6A9F-4C1A-9EE4-1D915E11B992,03/21,1500,75,FT,GRAVE,2,LIM,1,1,0,0,0,0,1.59463888849132e-06,0.013580619530155
179,55EEA342-0CEA-489F-9512-CA6A308BDB22,B9F993BD-6A9F-4C1A-9EE4-1D915E11B992,12/30,5600,100,FT,GRAVE,2,LIM,1,1,0,0,0,0,7.94028437667293e-06,0.0450733996183716
180,8D7F3615-B1F1-4523-9357-C2761914BE92,02F704E8-C3AD-4860-B17B-6B7E164D05F5,01/19,1200,40,FT,GRAVE,,,0,0,0,0,0,0,6.92737557983492e-07,0.00889046469027354
181,8C8DB860-EF5F-4D06-BD93-E737CE61F1D5,379C88B5-DA34-4D43-A11D-5B08E86944E3,02/20,3300,75,FT,GRAVE,2,LIM,1,0,0,0,0,0,3.62831087841187e-06,0.0268835494721911
182,83FBEF89-F738-45F2-9C4B-F071761F3F9B,44322B86-29A7-4862-BBF5-01835616CFAD,H1,70,70,FT,WOOD,,,0,0,0,0,0,0,7.10433596395887e-08,0.00112489999998456
183,8526EE50-C724-40D7-BE44-E54A6D009C8B,BD3590EB-0A6A-43B5-8ED6-BB32BF72BCFB,NW/SE,10000,1500,FT,WATER,,,0,0,0,0,0,0,0.000212741924315196,0.0761213763749913
184,967CC7B6-65F9-4B1C-9632-F5E1EFB76D4E,45A46A64-A4B9-490E-A3E4-7B76A241680E,01/19,3401,60,FT,GRAVE,2,LIM,1,0,0,0,0,0,3.55291467712959e-06,0.0273210151274214
185,3E17F066-82F4-4E59-B183-358BF706CA9B,6719A3CF-4DD5-4490-BE08-3A0FEE65DA47,06/24,3000,60,FT,GRAVE,,,1,0,0,0,0,0,3.14406042889459e-06,0.0377747126200961
186,65A31BCC-E154-4902-92EB-44FC3DA9098E,9A1140EE-FC5F-4937-B9CB-1B23CFF10208,NW/SE,8000,4000,FT,WATER,,,0,0,0,0,0,0,0.000491457043608534,0.0937363812440887
187,DBAA2653-5195-4AB3-918F-188F1838D010,CB70A39D-60F5-4C1E-9C2B-7AB2D3903DD5,16/34,4601,100,FT,GRAVE,2,LIM,1,1,0,0,0,0,7.51266452425625e-06,0.026509073970725
188,03A3F25D-6C65-41C9-B216-45F58EB1BA7C,E398AB3E-5C96-4346-8618-1A42602B944B,16/34,1500,35,FT,DIRT,,,0,0,0,0,0,0,9.33436240302399e-07,0.00886065309696331
189,77ECC6E8-EC77-4FD5-98FE-7D07464BD370,3494B611-78E3-4B0C-B22F-388588E3F697,08/26,950,40,FT,GRAVE,,,0,0,0,0,0,0,6.48334207653534e-07,0.0120122959723286
190,C56A942F-C718-42E0-A165-8D7E0AA9B703,74204835-4709-4018-A3B3-B1EB606B7E4C,NW/SE,1000,1000,FT,WATER,,,0,0,0,0,0,0,1.42727412821841e-05,0.0161608367618726
191,058A450D-ED38-45A0-B159-AE5A413BC2C1,B4248569-1111-44FC-AC84-B08EA8F3F57A,E/W,3000,300,FT,WATER,,,0,0,0,0,0,0,1.57985296027618e-05,0.0371937681428791
192,0B3B1FF1-75D2-4184-A535-FA8B643A53FC,B4248569-1111-44FC-AC84-B08EA8F3F57A,N/S,5000,300,FT,WATER,,,0,0,0,0,0,0,2.63308866124135e-05,0.0421057139840854
193,5142F4FF-8A4F-444C-BF90-336FD8098448,2773904A-598B-42E2-B7FC-AC2B879C0B9D,18/36,4700,60,FT,GRAVE,,,1,1,0,0,0,0,4.94675805384759e-06,0.0363962030815878
194,907446D7-EC49-4680-8116-E74C0C26D5E0,2773904A-598B-42E2-B7FC-AC2B879C0B9D,18W/36W,4000,200,FT,WATER,,,1,1,0,0,0,0,1.40333495437517e-05,0.0327181137860893
195,F32F06C0-B46E-4613-829E-CE7FFBED15A7,931DDF64-72CC-421D-9608-5D46A3663BCA,06/24,4000,50,FT,GRAVE,,,1,1,0,0,0,0,3.50932350556832e-06,0.0515632342252983
196,BFFBEA8A-36E4-4CEC-939B-3C8E081F4D6C,931DDF64-72CC-421D-9608-5D46A3663BCA,06W/24W,3400,100,FT,WATER,,,1,1,0,0,0,0,5.96586232859408e-06,0.0441450817322442
197,7BD209A7-9680-4B98-817E-A80B881DD17C,A68C3A1D-BFAA-46BF-9BA2-DAC755F93C53,02/20,1410,100,FT,GRASS,,,0,0,0,0,0,0,2.48211836151313e-06,0.0149385565315777
198,195C6BB7-451C-4A3B-A7C8-477CAAB464AF,A68C3A1D-BFAA-46BF-9BA2-DAC755F93C53,16/34,1700,50,FT,GRASS,,,0,0,0,0,0,0,1.49630795931444e-06,0.0100961696707514
199,1AC32DF9-7239-4F39-B972-4731CCC50D12,0C47EF72-B741-4778-B886-CBC013C20C0D,02/20,2400,100,FT,GRAVE,,,0,0,0,0,0,0,4.22791345044971e-06,0.0174723891924214
200,4BB2B9D0-561A-417D-9BFA-45FB222BF2AA,D5E42B17-A87C-4E5A-AF1B-9C6757DD249C,06/24,4600,80,FT,ASP+GRVL,,,1,1,0,0,0,0,6.45361433271319e-06,0.0594242657721723
201,78302E2C-F43C-474F-AD7B-ECBB9D677DE1,268B87EE-3454-4243-9FE1-32260028A3E0,06/24,2400,100,FT,GRASS,,,0,0,0,0,0,0,4.21293498220621e-06,0.0313532062209609
202,FB1F77CD-4344-4EF1-AD33-D8672570E290,2D66A664-4C26-4DDC-8874-DFD6D8B9819C,09/27,1320,50,FT,GRASS,,,0,0,0,0,0,0,1.16096907731844e-06,0.0160620920762727
203,3BD2FE2C-104F-4FE3-AA24-0A5048F2B9DC,9A266F31-4BA1-4834-B19B-E26B5F13DC92,15/33,1555,300,FT,GRASS,,,0,0,0,0,0,0,8.04952196631348e-06,0.0123101272909244
204,3F6328E3-5F87-4104-84CB-1D71DBCB4BC4,2252FAD4-131A-4CBA-A103-AEBF28672BFF,13/31,3988,190,FT,GRASS,,,1,0,0,0,0,0,1.31172846522531e-05,0.0299542555793584
205,FCD1F976-0120-40B1-8213-663E0C7802B5,0455F59F-A32D-4903-8A7D-4499FE36BFE3,09/27,2558,17,FT,GRAVE,,,0,0,0,0,0,0,7.46085788705386e-07,0.0283931760402783
206,AF2A704B-2D53-42E8-9883-08685DD3CC9D,2B204F08-A18A-48B8-BD6D-CAF27C90F0BB,14/32,14530,150,FT,CONC,0,LIH,1,1,0,0,0,0,3.80224810214713e-05,0.101108596975021
207,3B89468B-4866-47FB-B8AF-2518D65EA2DC,DD4CD9A0-38D2-4575-ACB0-C26F0FA60487,16/34,1500,80,FT,DIRT,,,0,0,0,0,0,0,2.140040123777e-06,0.011199790930742
208,2ABDC732-0BCE-4EDA-B89E-3C3053AFAAC5,9348144C-6301-41D3-98EA-E632E05A8215,02/20,2900,75,FT,GRAVE,,,1,1,0,0,0,0,3.81598420062801e-06,0.0269315737269888
209,2B8CA4E4-20CF-4EDF-9695-6C289488F3D1,9348144C-6301-41D3-98EA-E632E05A8215,02L/20R,11800,150,FT,ASPH,,LIH,1,1,0,0,0,0,3.10498717226437e-05,0.107885712485675
210,6EEFED34-C8FF-4E12-B86E-8E69B732783E,9348144C-6301-41D3-98EA-E632E05A8215,02R/20L,4510,75,FT,ASPH,0,LIM,1,1,0,0,0,0,5.93148615735117e-06,0.041410084201958
211,389316E9-4380-4E3D-8278-9348B6BB9223,9348144C-6301-41D3-98EA-E632E05A8215,02W/20W,5400,100,FT,WATER,,,1,1,0,0,0,0,9.47507396631408e-06,0.049728349093366
212,F6FE41C7-5E5F-435E-825D-6A31965C19CE,25F18090-7F01-450F-8D91-84131E1367E7,E/W,4000,500,FT,WATER,,,0,0,0,0,0,0,2.78517200058559e-05,0.0409660693941464
213,087E5EC4-7AFB-405B-A980-F632825737E4,D5CF31D7-B8A0-46FD-B17E-C237CFFCDD42,14/32,2150,60,FT,GRAVE,,,0,0,0,0,0,0,1.67586131283315e-06,0.0149027251097539
214,90159D6E-B320-4EEA-B79C-C05EC87ADCA7,68B89467-C70D-4792-B6BD-63CAFFE8A06C,08/26,4600,30,FT,GRAVE,,,1,1,0,0,0,0,2.23194820136996e-06,0.0531788376779406
215,6DCA425C-C1FF-438A-A7A8-1A6C162730D5,FFF22645-E99B-4573-B521-916E794F84FC,13/31,2000,12,FT,GRAVE,,,0,0,0,0,0,0,3.88516127713956e-07,0.0139870964747223
216,2C41CAF2-E986-4B64-AE8A-31EC9BC874A7,EF190722-5CEF-4066-B987-6B0884943561,NW/SE,5000,500,FT,WATER,,,0,0,0,0,0,0,4.04918127969722e-05,0.0388165568332688
217,1357688F-F625-4A6E-B098-A7D04D9B83A9,AB89070F-99AF-4842-AF5C-7862E5FEA10E,12/30,1190,30,FT,GRAVE,,,0,0,0,0,0,0,6.2664821598446e-07,0.011900817006567
218,3DA22CC7-5B98-4548-BFE8-972F9D55B551,2F9263A9-5226-49FE-9079-A9BFD7A87D34,H1,50,50,FT,WOOD,,,0,0,0,0,0,0,3.45685293723363e-08,0.000778905000007869
219,5C735C6D-09E3-4E0C-B360-07C9797D8E82,D920618F-359D-4171-BA5D-3481C137A9A4,08/26,4045,90,FT,TURF+GRVL,,,1,1,0,0,0,0,5.87918748351512e-06,0.0481524734474007
220,D18E058E-5BC7-4218-A857-CCF4FA94A4C5,96BDC02A-0EB7-408F-B1C7-575C766C7D9D,04/22,5000,100,FT,GRAVE,2,LIM,1,1,0,0,0,0,9.3848475444247e-06,0.062009941108071
221,F8CBE140-DBF3-413D-821B-236304B7EB73,4A0E6089-6383-4244-BCC8-487CE57EB1A6,NE/SW,10500,500,FT,WATER,,,0,0,0,0,0,0,7.45830589039542e-05,0.108625473809241
222,5C1A1C3D-31B2-4B78-9F5E-1138BA2A8378,EA20DD0F-AD8F-46F4-ADF4-4F4309881D99,06/24,2600,50,FT,GRAVE,2,,1,1,0,0,0,0,2.27388682105811e-06,0.0335420334729165
223,FC07F6EE-31D4-440D-9CA8-37845AB9BEA0,55783222-3062-4B7F-8BAB-AD55BFEC12D6,16/34,4500,100,FT,CONC+ASPH,2,LIM,1,1,0,0,0,0,7.60086368245538e-06,0.0267783806549723
224,F5EEFE71-7C44-437A-BBB2-B15B8535C808,77EBFAE1-6D68-4FCC-8695-CA62A39F5E1A,02/20,2095,60,FT,GRAVE,,,0,0,0,0,0,0,1.9354611140443e-06,0.0179794367594275
225,AAFFE427-E81C-402C-A25E-DD0FB537B392,F735E4DE-D6E9-4DEA-B730-4E1AC85FD039,11/29,1400,15,FT,GRAVE,,,0,0,0,0,0,0,3.28273927152622e-07,0.0122650952895922
226,0B065D15-D59E-48BE-B458-A188CBB75D5E,A9314770-58F0-4289-83E6-CCE77284098E,NW/SE,5000,1500,FT,WATER,,,0,0,0,0,0,0,0.000111235155600298,0.048901508032362
227,0D955CEB-0117-4B61-900A-F940FBEB77CE,5E48FD9B-8553-4E02-A46D-EE3053818ACE,06/24,3300,75,FT,GRAVE,2,LIM,1,0,0,0,0,0,3.60332796844887e-06,0.0341777735819931
228,44F4ABF8-811C-4854-8A99-922602D95948,8858696C-D395-4D4A-B14F-4BDA7FDE8577,08/26,3000,75,FT,GRAVE,,,1,0,0,0,0,0,3.51072503690375e-06,0.034593368204671
229,30C00151-9D16-42F2-91BC-319352001C13,D2D1D4C1-8C36-43FD-AD07-826FEEC20E98,17/35,3873,111,FT,GRAVE,,,1,0,0,0,0,0,7.708600605838e-06,0.0226364420884604
230,CD3ED988-3D89-4DED-AAB1-5EB48ABB3D73,220455E6-CB8D-4762-9354-3461F3A36AD0,17/35,4000,75,FT,GRAVE,2,LIM,1,1,0,0,0,0,4.91638002131367e-06,0.0228574276982599
231,EAA8A93D-D376-40F4-B6A6-5BFB49F3FD8B,B1CD5ADD-3768-4D58-8357-689D5B0900FD,06/24,1200,100,FT,DIRT,,,0,0,0,0,0,0,1.92675906873774e-06,0.0133906093601639
232,CD0AA7DA-A8C4-4F49-887F-AC36EB4DE036,AD489E35-65A8-442B-A298-D0E531A81009,02/20,3010,60,FT,ASPH,2,,1,1,0,0,0,0,2.57788542512571e-06,0.0245837269275807
233,29F20164-F31F-4937-8EA8-650EA0BEB94C,AD489E35-65A8-442B-A298-D0E531A81009,11/29,6720,150,FT,ASPH,2,LIM,1,1,0,0,0,0,1.43893562380981e-05,0.0572189832237786
234,6DB8FD75-2455-4FAF-9F9E-CD05D128EF60,557F4772-3E31-4B0F-B991-F6E1F3066B0C,08/26,4000,100,FT,ASPH,2,LIM,1,1,0,0,0,0,5.84582312512794e-06,0.0414496999405931
235,85A7823C-DBCE-42CF-A4E3-84551D732E85,2A926F4E-6990-4C03-BD5B-1D725BD0C2F4,08/26,1663,60,FT,GRASS,,,0,0,0,0,0,0,1.46345428220229e-06,0.0179962304443565
236,03FDB6A6-126F-409E-B00A-5CE1A8AA545F,D6D9D8E0-0A64-4F44-B6C4-6AE71BF7E6F9,H1,75,50,FT,GRAVE,,,0,0,0,0,0,0,5.51112862012815e-08,0.00094754999998291
237,7F4A679F-E561-4028-A9E4-8CDB2A4658FC,2B72DC86-5169-4F18-8705-69343501E519,08/26,1400,45,FT,GRAVE,,,0,0,0,0,0,0,1.15174680104246e-06,0.0187952905951273
238,7113CE22-793F-4ADE-9A72-D0BD00D827A3,2B72DC86-5169-4F18-8705-69343501E519,17/35,1200,60,FT,GRAVE,,,0,0,0,0,0,0,1.3162807590561e-06,0.00774345402751064
239,C5CF4230-4913-494D-ACE4-151EAF5BE3A0,A8460414-3884-4284-8B5A-3B7856AF0050,15/33,2910,60,FT,ASPH,2,LIM,1,0,0,0,0,0,2.95919835480163e-06,0.0172490505704792
240,C9DC3628-1A08-4172-88C1-9FF0DB6709E2,7BC7843A-6233-493C-B2A5-8492B343930C,H1,20,20,FT,WOOD,,,0,0,0,0,0,0,6.74845068715513e-09,0.000356232000001455
241,E22D7D5E-115F-493A-B6A8-E33A66104FAB,7BC7843A-6233-493C-B2A5-8492B343930C,H2,20,20,FT,WOOD,,,0,0,0,0,0,0,6.74845068715513e-09,0.000356232000001455
242,5890922B-1C8E-499E-BECE-7740A2BC0AFA,7BC7843A-6233-493C-B2A5-8492B343930C,H3,20,20,FT,WOOD,,,0,0,0,0,0,0,6.74845068715513e-09,0.000356232000001455
243,635B9F6D-9010-4A63-94FB-A07466214A2F,7BC7843A-6233-493C-B2A5-8492B343930C,H4,20,20,FT,WOOD,,,0,0,0,0,0,0,6.74845068715513e-09,0.000356232000001455
244,DBCF4878-C1AE-4CF5-8746-6C738F8B8107,A55572F4-DF4C-4954-BEAE-28EAB34A645F,07/25,970,50,FT,TURF+GRVL,,,0,0,0,0,0,0,6.45317413727753e-07,0.00969915203282777
245,E116B814-AEB1-40BD-826C-FB52749D288D,A55572F4-DF4C-4954-BEAE-28EAB34A645F,12/30,1090,35,FT,TURF+GRVL,,,0,0,0,0,0,0,5.0760900194291e-07,0.00864614617455275
246,F7CD0FF5-8305-440B-8427-85CF336EF4EF,024ECC69-193C-4A6F-8DF1-14B313EECC1F,06/24,1700,60,FT,GRAVE,,,0,0,0,0,0,0,1.54669851326616e-06,0.0191427025301589
247,ED995BED-710D-4F54-997C-AC148BDF07E8,C2F0EE26-9181-4B75-B1E8-2F8E69C177B0,E/W,10000,500,FT,WATER,,,0,0,0,0,0,0,6.60060218251601e-05,0.0931843875448584
248,47C03439-1E37-4F7F-B4A5-E67BED0A0C35,B40147A4-FBEC-40E2-89C4-327C6BA93891,04/22,6701,150,FT,ASPH,2,LIH,1,1,0,0,0,0,1.48637218444492e-05,0.0641124046495443
249,8B8D3B14-B924-4D9D-8899-C39AFCFC07EA,DA213689-ABC6-4639-824A-0C2349C1907C,NE/SW,3000,600,FT,WATER,,,0,0,0,0,0,0,2.66130564341438e-05,0.0346833069627819
250,208B82DD-EAA7-4057-B469-BEC15ABA78C8,14391EC5-E7B3-4B32-A21D-67DB5E724140,01/19,1555,75,FT,GRASS,,,0,0,0,0,0,0,1.73056014318718e-06,0.0123506566584837
